1950	2.78487	2.40067	5.37759	6.08892	6.09453	4.32579	3.43709
1951	2.74931	2.32101	5.03535	6.39149	6.17375	4.36272	3.51141
1952	2.75121	2.48098	5.03356	6.91815	6.31388	4.427	3.59097
1953	2.71407	2.53661	4.86825	6.60767	6.81857	4.55142	3.60935
1954	2.66745	2.3595	4.72088	6.63887	6.60461	4.72027	3.59913
1955	2.68586	2.09702	4.34706	6.49398	6.59564	4.82704	3.61956
1956	2.73239	2.18757	4.47234	5.88123	6.24539	4.87298	3.70232
1957	2.78013	2.0512	4.25642	4.92439	5.57006	4.94329	3.74969
1958	2.84352	2.25265	4.84678	5.20905	5.39863	4.86203	3.78636
1959	2.90521	2.32411	4.96423	6.08312	5.68003	4.53786	3.66546
1960	2.86673	2.086	4.60343	5.5855	5.55991	4.27288	3.62428
1961	2.88992	2.16907	4.88941	6.24939	5.47938	4.34899	3.61086
1962	2.88441	2.1423	5.31337	7.34935	6.43202	4.47395	3.5856
1963	2.86076	2.06659	5.21333	7.24786	6.53559	4.63678	3.70315
1964	2.85691	1.97739	5.06156	6.72859	6.48497	4.87331	3.8736
1965	2.87136	2.08413	5.25271	6.44446	6.59553	4.90237	4.05675
1966	2.87953	2.27452	5.4375	6.57056	6.36817	4.80259	4.18986
1967	2.88372	2.3112	5.18485	6.34409	6.19237	4.76762	4.19595
1968	2.91328	2.07547	4.8952	6.24452	6.00958	4.72924	4.15509
1969	2.90243	2.05133	5.01227	6.60235	5.93686	4.68582	4.13619
1970	2.92785	2.08449	5.03844	6.47004	5.7389	4.75439	4.05831
1971	2.89461	2.0127	5.07421	6.5819	5.87877	4.78414	3.99024
1972	2.89002	1.94184	5.27416	6.59646	5.7687	4.56678	3.95726
1973	2.87424	2.12402	5.17831	6.36311	5.73301	4.50889	3.94182
1974	2.91626	2.51954	5.61227	6.55134	5.80046	4.49629	3.92688
1975	2.93153	2.79471	5.11963	6.15369	5.88995	4.45314	3.75285
1976	2.95596	2.98076	5.0401	6.55899	5.87893	4.35455	3.63754
1977	2.95948	2.70894	4.92205	6.12264	5.699	4.25766	3.51332
1978	2.97467	2.53604	5.20362	6.96033	6.09531	4.41471	3.70373
1979	2.97732	2.60466	5.62108	7.47752	6.629	4.69809	3.88185
1980	2.93822	2.62556	5.89138	7.34199	6.80522	4.92174	4.01764
1981	2.93531	2.4853	5.79733	7.26639	6.78622	5.05126	4.23538
1982	2.90756	2.43462	5.9215	7.44564	6.94899	4.96163	4.47291
1983	2.89943	2.33186	5.86592	7.21746	6.65285	4.8437	4.50969
