1950	2.80497	2.27509	4.20503	6.42028	6.0316	3.91094	3.04271
1951	2.88631	2.48394	4.96739	6.41138	5.92214	3.88698	2.95121
1952	2.91686	2.53236	5.75928	6.91577	6.18323	3.90636	2.8523
1953	2.86286	2.35643	6.0972	7.3601	6.91554	4.00549	2.91123
1954	2.69527	2.13469	4.67279	6.60523	6.72823	4.27991	2.98417
1955	2.72558	2.34668	4.81719	6.67941	6.4929	4.41598	3.03733
1956	2.79131	2.55025	5.13102	6.74363	6.18045	4.22813	3.11964
1957	2.83453	2.58485	5.55711	7.13829	6.68404	4.08074	3.0747
1958	2.81088	2.39353	4.54328	6.30674	6.35077	4.17304	2.9568
1959	2.81051	2.37506	4.15098	6.06401	6.00155	4.22617	2.9591
1960	2.93423	2.65954	5.2772	6.26981	5.74109	4.17996	3.00226
1961	2.90957	2.65475	5.7422	6.76935	6.13958	4.13662	3.00462
1962	2.79319	2.53375	5.37104	6.74242	6.48495	4.19335	3.00512
1963	2.77042	2.45243	4.82616	6.43227	6.36489	4.24615	3.04206
1964	2.70956	2.21688	4.56905	6.25845	6.09207	4.30088	3.0608
1965	2.76673	2.27017	4.71266	6.199	5.72331	4.40173	3.04262
1966	2.7352	2.17003	4.38785	6.17985	5.93023	4.50457	3.08795
1967	2.79956	2.42506	5.13782	6.57387	6.02958	4.49498	3.15155
1968	2.77061	2.41535	5.32025	6.40384	5.87347	4.44003	3.16037
1969	2.79084	2.29602	5.24357	6.43688	5.97968	4.45446	3.14469
1970	2.80227	2.31597	5.88738	7.02532	6.48581	4.41662	3.17193
1971	2.78406	2.20232	5.04291	6.83567	6.71311	4.43323	3.21968
1972	2.74393	2.15448	4.74883	6.20042	6.2784	4.44712	3.21032
1973	2.70186	2.14304	4.96115	6.43474	6.21661	4.4386	3.17897
1974	2.70251	2.16133	4.90677	6.5867	6.26305	4.37913	3.16054
1975	2.72391	2.10762	5.24444	7.0105	6.60187	4.35838	3.14652
1976	2.70899	2.11649	5.17902	7.06283	6.793	4.36638	3.09668
1977	2.71538	2.18523	5.17751	6.76211	6.48778	4.34957	3.11466
1978	2.71802	2.18513	5.19351	6.66899	6.51275	4.25505	3.11552
1979	2.68675	2.23503	4.98299	6.59362	6.25434	4.26737	2.94513
1980	2.68397	2.25588	5.34473	6.90368	6.42367	4.27358	2.92721
1981	2.69777	2.22123	4.92651	6.75883	6.47805	4.20471	2.86593
1982	2.69792	2.19852	4.74745	6.41175	6.10127	4.23798	2.73562
1983	2.67786	2.14891	4.91637	6.68006	6.38081	4.37235	2.7616
1984	2.70809	2.11976	4.38646	6.04807	5.97273	4.42731	2.80934
1985	2.70787	2.21169	4.56009	5.98497	5.74826	4.35662	2.86256
1986	2.74176	2.39248	4.90736	6.26407	5.7666	4.29556	2.94071
1987	2.74114	2.37087	4.61988	6.27503	6.04377	4.18552	2.95433
1988	2.68841	2.28943	4.62437	6.28305	6.14603	4.0845	2.94421
1989	2.71937	2.33988	4.10959	5.90335	5.83108	4.2119	2.92817
1990	2.68752	2.27808	4.371	5.99085	5.68066	4.30073	2.99493
1991	2.7204	2.3245	4.87068	6.70157	6.12801	4.27117	3.0403
1992	2.70861	2.29024	4.83052	6.96368	6.37916	4.21084	3.14281
1993	2.71014	2.17419	4.28234	6.38225	6.06576	4.26694	3.20197
1994	2.77188	2.27545	4.71411	6.72001	6.24718	4.33313	3.24309
1995	2.75721	2.29334	4.7491	6.67178	6.0753	4.23479	3.29036
1996	2.79855	2.43148	5.76167	7.34955	6.53479	4.2409	3.31863
1997	2.7757	2.28607	5.29147	7.0662	6.93025	4.239	3.32652
1998	2.80107	2.27604	4.91094	6.62479	6.43911	4.33021	3.28406
1999	2.80492	2.43423	4.85021	6.74484	6.30535	4.37427	3.25258
2000	2.80071	2.58186	5.67738	7.23387	6.5404	4.38609	3.25915
2001	2.86087	2.78794	5.43239	7.24004	6.94915	4.41605	3.25967
2002	2.82499	2.70628	5.41226	7.00882	6.80413	4.53932	3.26524
2003	2.82338	2.77612	5.09856	6.88038	6.73551	4.7423	3.33057
2004	2.84003	2.78255	4.88364	6.46424	6.3882	4.91371	3.46324
2005	2.87759	2.80582	5.39317	6.77066	6.44989	4.90797	3.55871
2006	2.82283	2.68337	5.92819	7.25967	6.81802	4.65382	3.51742
2007	2.8127	2.63747	5.39792	6.90622	6.91555	4.65712	3.4554
2008	2.79719	2.62615	6.30494	7.11857	6.819	4.81806	3.43591
2009	2.85845	2.66036	6.63474	7.29216	6.85277	5.014	3.42316
2010	2.85401	2.73379	6.28531	7.17838	6.90705	5.15888	3.47584
2011	2.8238	2.77436	6.01935	7.08856	6.9032	5.28515	3.52034
2012	2.7936	2.54176	5.0473	6.40419	6.31557	5.23933	3.54243
2013	2.80133	2.51698	5.37243	6.366	6.1812	5.18101	3.52008
2014	2.84806	2.52689	5.5499	6.39799	6.06823	5.19566	3.48892
2015	2.74562	2.51944	5.48273	6.50514	6.08843	5.11913	3.51508
2016	2.72647	2.54249	5.25713	6.15037	5.86022	4.98257	3.56622
2017	2.74021	2.6985	6.20359	6.45444	5.83238	4.87833	3.51573
2018	2.74165	2.6258	6.04591	6.58474	6.04735	4.90972	3.47606
2019	2.76507	2.55231	4.79202	5.61199	5.72465	4.98158	3.46675
2020	2.77069	2.5777	5.61002	6.14083	5.42128	4.97761	3.48352
2021	2.74325	2.44623	5.51894	6.35388	5.89346	4.98327	3.41937
2022	2.77714	2.36312	5.80888	6.56676	6.0855	5.03088	3.46691
2023	2.73651	2.41653	5.35671	6.46683	6.14685	5.02495	3.50002
2024	2.77516	2.49893	5.1583	6.13376	5.92219	5.04593	3.48489
2025	2.75275	2.49102	6.09938	6.62509	5.99609	5.0666	3.51341
2026	2.75065	2.41981	6.48936	6.96037	6.39761	5.04774	3.53064
2027	2.69986	2.28832	5.59646	6.67974	6.49148	5.22761	3.54489
2028	2.69575	2.38364	5.06935	5.94682	6.1281	5.24496	3.5745
2029	2.76798	2.55114	5.78742	6.22851	5.91108	5.18021	3.59886
2030	2.76592	2.74995	5.19193	5.98317	5.93016	5.19451	3.62506
2031	2.73999	2.67667	5.14252	5.71627	5.51851	5.16859	3.65769
2032	2.73687	2.54767	5.49078	6.08031	5.60658	5.13944	3.71995
2033	2.7686	2.73036	6.31099	6.81424	5.98167	4.98572	3.69744
2034	2.72317	2.67293	6.2087	7.1168	6.79208	4.95231	3.68138
2035	2.77885	2.84478	6.07194	7.25028	6.98362	5.04172	3.64951
2036	2.75832	2.93191	6.05013	7.20113	7.00389	5.1888	3.62104
2037	2.75368	2.74938	6.00111	6.81783	6.7379	5.25008	3.65926
2038	2.83838	2.76674	5.96722	6.85922	6.6394	5.32383	3.70435
2039	2.87021	2.82421	5.90332	6.74437	6.38708	5.41741	3.69971
2040	2.88134	2.8997	6.56301	7.09243	6.70708	5.37491	3.75737
2041	2.82209	2.93913	6.94706	7.31004	6.86572	5.2888	3.77475
2042	2.81379	2.91418	6.58358	7.16174	6.88584	5.24997	3.77021
2043	2.8397	2.97251	6.41285	6.96557	6.82128	5.45609	3.75122
2044	2.82543	2.9556	6.69421	7.17888	6.70667	5.6657	3.77197
2045	2.84178	3.01122	6.43333	6.99249	6.71733	5.7146	3.85377
2046	2.82182	3.06	6.10776	6.83235	6.60124	5.71197	3.95013
2047	2.89397	3.19869	5.83531	6.59783	6.5481	5.69155	3.97238
2048	2.93142	3.38701	7.01102	7.13486	6.51385	5.76416	4.01316
2049	2.92481	3.48208	6.84796	7.557	7.19782	5.81177	4.0806
2050	2.84862	3.10922	6.44269	6.82001	6.97277	5.85736	4.1043
2051	2.86983	2.98094	6.00002	6.62535	6.56503	5.86721	4.15355
2052	2.89709	2.98959	7.06712	7.10523	6.62799	5.79407	4.17248
2053	2.91577	2.83544	6.36559	7.06458	6.66187	5.75348	4.17034
2054	2.95413	3.02272	6.17534	6.71097	6.64915	5.69277	4.15091
2055	2.96536	3.31623	6.22114	6.59701	6.31733	5.6732	4.13336
2056	2.96725	3.74956	7.27117	7.20574	6.41445	5.67556	4.15084
2057	2.92631	3.75744	8.24467	8.22753	7.24581	5.70185	4.18248
2058	2.90435	3.57426	7.66896	8.04979	7.78244	5.73325	4.2066
2059	2.93726	3.43517	7.55292	7.8962	7.57953	5.81926	4.19144
2060	3.00426	3.58304	6.37251	7.40008	7.31661	5.97238	4.1953
2061	3.04374	4.06572	6.72177	7.48421	7.25319	5.93491	4.24191
2062	3.05701	4.31101	6.52255	7.30126	7.13854	5.93063	4.25678
2063	3.07562	4.35735	6.71868	7.08422	6.80864	5.95662	4.29297
2064	3.0765	3.92217	6.79044	7.2168	6.72091	5.89863	4.3308
2065	3.11571	3.87953	7.14663	7.59141	6.9268	5.79774	4.28926
2066	3.11502	3.72599	6.71314	7.71209	7.25536	5.76152	4.28571
2067	3.11576	3.60831	6.57768	7.70158	7.39212	5.68126	4.24968
2068	3.2068	3.87701	6.28776	7.49948	7.32651	5.68501	4.24211
2069	3.18936	4.06238	7.00489	7.72568	7.39366	5.894	4.2565
2070	3.2303	4.08171	6.7279	7.52021	7.29693	6.00975	4.3413
2071	3.22084	3.84569	6.50873	7.71725	7.24119	6.07675	4.40214
2072	3.33726	4.25399	6.51622	7.73577	7.49302	6.12007	4.4564
2073	3.33723	4.70698	6.94335	7.96693	7.54505	6.06024	4.48852
2074	3.32861	4.74951	6.93007	7.84558	7.64936	6.09997	4.50199
2075	3.33918	4.80718	7.01251	8.05724	7.79078	6.1106	4.54913
2076	3.3908	4.88749	7.2898	8.27323	8.10386	6.1749	4.57126
2077	3.39565	4.82012	7.56359	8.39338	8.19349	6.32413	4.62714
2078	3.45655	4.6937	7.12691	8.2472	8.2146	6.39437	4.70137
2079	3.47039	4.63864	7.16159	8.20326	7.91159	6.44949	4.74629
2080	3.51604	4.64491	6.54845	7.874	7.73287	6.46883	4.79298
2081	3.5937	5.22249	6.94106	7.86689	7.63214	6.49066	4.83906
2082	3.6335	5.6144	7.61218	8.22691	7.85583	6.45722	4.87599
2083	3.63445	5.63485	7.82385	8.59445	8.21263	6.41432	4.9151
2084	3.61146	5.64025	7.23591	8.11259	8.35634	6.47035	4.94355
2085	3.65857	5.93064	7.69033	8.1847	8.20528	6.52301	4.96193
