1950	2.59199	2.01242	5.22493	6.74075	6.41741	4.61217	3.22663
1951	2.60236	2.00524	5.10355	6.57448	6.20816	4.5324	3.22281
1952	2.61906	2.06499	5.09877	6.48901	6.02449	4.46645	3.23626
1953	2.62956	2.22551	4.87676	6.41537	6.02209	4.47359	3.24665
1954	2.62121	2.33343	5.1454	6.70807	6.32152	4.46846	3.24838
1955	2.63398	2.40422	5.51017	6.79711	6.57878	4.65277	3.24765
1956	2.62679	2.3151	5.31335	6.71372	6.25555	4.50486	3.26188
1957	2.65506	2.36546	5.42377	6.724	6.30517	4.51449	3.27973
1958	2.67449	2.41397	5.42028	6.94565	6.62702	4.53641	3.28203
1959	2.68375	2.33135	5.69492	7.20468	6.8564	4.59625	3.27898
1960	2.70067	2.32334	5.75826	7.12609	6.69643	4.72076	3.26168
1961	2.69558	2.40993	5.76832	7.13515	6.73207	4.53791	3.24345
1962	2.71173	2.48799	5.72657	7.34088	6.91239	4.45078	3.2419
1963	2.70146	2.46764	5.63599	7.10816	6.83569	4.71505	3.23908
1964	2.69975	2.40051	5.22545	6.81819	6.4148	4.62749	3.20935
1965	2.77109	2.41394	5.47874	6.87812	6.48651	4.69683	3.18584
1966	2.78967	2.4377	5.54131	7.20732	6.77343	4.63034	3.18999
1967	2.75912	2.38938	5.48856	6.90203	6.56711	4.55441	3.20201
1968	2.74835	2.48948	5.66407	6.87423	6.51198	4.63562	3.22145
1969	2.70633	2.47903	5.6546	6.72152	6.31143	4.5392	3.25024
1970	2.70251	2.383	5.43102	6.61712	6.24562	4.40852	3.28345
1971	2.70122	2.3475	5.5083	6.91826	6.57161	4.40531	3.3116
1972	2.67786	2.07316	5.30086	6.80139	6.47523	4.3797	3.30492
1973	2.71995	1.96476	5.12514	6.623	6.24983	4.47182	3.30746
1974	2.74165	1.9875	5.1834	6.70697	6.21568	4.49951	3.33672
1975	2.75876	2.10683	5.43812	6.75824	6.37229	4.57336	3.30865
1976	2.76477	2.18342	5.44024	6.81367	6.51092	4.65224	3.29435
1977	2.80388	2.14302	5.24854	6.7522	6.46667	4.69159	3.28232
1978	2.83438	2.06144	5.30165	6.6083	6.3361	4.64617	3.27818
1979	2.80405	2.00844	5.30772	6.6479	6.11792	4.57592	3.31107
1980	2.78616	2.21022	5.37426	6.57876	6.18594	4.4767	3.35796
1981	2.79233	2.28117	5.36046	6.82074	6.28364	4.3492	3.36587
1982	2.78215	2.31889	5.45831	6.82682	6.28645	4.27396	3.34007
1983	2.7635	2.28715	5.5941	6.93487	6.47903	4.24855	3.29344
1984	2.73138	2.484	6.12923	7.44267	7.03311	4.38423	3.26404
1985	2.69869	2.37695	5.68176	6.93893	6.67151	4.56225	3.25417
1986	2.7188	2.5262	5.81272	7.1332	6.77802	4.73551	3.24254
1987	2.72944	2.28193	5.30874	6.90823	6.61421	4.58377	3.23207
1988	2.69718	2.26125	5.49729	6.99141	6.58688	4.64559	3.23001
1989	2.67354	2.3997	5.98406	7.1862	6.93019	4.67413	3.21933
1990	2.70846	2.28656	5.75946	7.04685	6.83668	4.82279	3.21988
1991	2.74963	2.32454	5.53432	7.00409	6.53543	4.5984	3.22948
1992	2.74335	2.26594	5.42224	6.71692	6.37719	4.49366	3.23586
1993	2.77738	2.23986	4.9149	6.53552	6.12864	4.41023	3.26989
1994	2.82792	2.36499	5.19671	6.78476	6.35346	4.41579	3.25308
1995	2.83014	2.45018	5.25515	6.81727	6.48963	4.36319	3.25366
1996	2.79807	2.35219	5.23801	6.63499	6.35482	4.30006	3.27557
1997	2.78876	2.45991	5.38979	6.64746	6.359	4.3881	3.28756
1998	2.79105	2.43668	5.39515	6.53325	6.13738	4.43501	3.28598
1999	2.80036	2.45693	5.53323	6.77403	6.35295	4.52028	3.28888
2000	2.8049	2.5848	5.96187	7.03404	6.73012	4.58031	3.31654
2001	2.83044	2.42149	5.4926	6.97536	6.73818	4.56092	3.33074
2002	2.8553	2.28438	5.60508	7.10885	6.7921	4.67008	3.34121
2003	2.81839	2.29089	5.49939	7.21172	6.96565	4.77024	3.33905
2004	2.80852	2.56642	5.29558	7.09093	6.74352	4.93628	3.33658
2005	2.82476	2.63766	5.1697	7.01822	6.691	4.91734	3.33925
2006	2.82662	2.81689	5.39556	6.93059	6.61067	4.97462	3.3527
2007	2.85327	2.87081	5.85815	7.18634	6.85552	4.88467	3.39396
2008	2.8249	2.79416	5.60035	7.13886	6.8959	4.82038	3.45139
2009	2.79722	2.75363	5.67834	7.16709	6.83628	4.78422	3.50515
2010	2.81876	2.62	5.62136	7.22441	7.00245	4.81651	3.53505
2011	2.79724	2.72404	5.63401	6.97791	6.73137	5.04316	3.5378
2012	2.78969	2.70019	5.25961	6.5856	6.25916	5.06627	3.55471
2013	2.84448	2.80428	5.44071	6.52198	6.21589	4.8535	3.61013
2014	2.87416	2.83733	5.67722	6.48802	6.1711	4.84247	3.65228
2015	2.89746	2.83923	5.95921	6.63984	6.34485	4.88976	3.66126
2016	2.86949	2.76771	5.57721	6.79277	6.44112	4.95028	3.66175
2017	2.88272	2.68743	5.52663	6.58815	6.21621	4.95287	3.68536
2018	2.95737	2.76263	5.61327	6.70593	6.40578	5.09553	3.71108
2019	2.93292	2.90505	5.59846	6.92649	6.73736	5.15139	3.76149
2020	2.93669	2.758	5.59717	6.70099	6.34754	5.22766	3.80728
2021	2.93842	2.72628	5.26025	6.3482	6.12799	5.11325	3.85379
2022	3.0198	3.01586	5.66509	6.75711	6.49002	5.3387	3.88467
2023	2.98903	2.84486	5.52648	7.00933	6.74376	5.59152	3.89543
2024	2.94299	2.78854	5.22317	6.74324	6.41378	5.65314	3.89873
2025	2.95315	2.87152	5.41968	6.39827	6.11908	5.44471	3.9258
2026	3.02984	3.20084	5.96107	6.64062	6.37782	5.20716	3.99611
2027	3.08653	3.03964	5.79395	7.07119	6.77403	5.16971	3.98603
2028	3.09599	3.07049	5.56881	7.27518	7.03714	5.30751	3.98046
2029	3.121	3.0283	5.52564	6.95232	6.70133	5.60522	3.97399
2030	3.12572	3.12857	5.88322	6.77806	6.53632	5.62602	4.02022
2031	3.12641	3.05823	5.86681	6.54733	6.41195	5.92757	4.07813
2032	3.15862	3.01656	5.60049	6.48493	6.19815	5.91396	4.14527
2033	3.16238	3.08849	5.62184	6.65922	6.38363	5.85358	4.25003
2034	3.13007	3.1647	5.85961	6.67008	6.42268	5.97399	4.32748
2035	3.1479	3.30028	6.01114	6.93592	6.73855	6.01987	4.39726
2036	3.21458	3.47558	5.83817	6.99607	6.75827	6.09021	4.46209
2037	3.25555	3.53204	5.69798	7.15682	6.8817	6.18532	4.5488
2038	3.2607	3.54192	5.73907	7.16578	6.93564	6.36879	4.60902
2039	3.18342	3.5434	5.878	7.17322	6.98153	6.23534	4.69979
2040	3.19747	3.76657	6.04545	7.29287	7.0336	6.21674	4.76117
2041	3.24264	3.79637	5.91341	7.01033	6.74623	6.31438	4.80963
2042	3.31276	3.73175	6.04213	6.90838	6.6576	6.43375	4.81612
2043	3.33698	3.80173	6.19117	7.18927	7.06561	6.60617	4.85605
2044	3.3464	3.77621	6.21951	7.51613	7.29267	6.67425	4.93523
2045	3.39309	3.53014	6.00894	7.39723	7.19308	6.64372	5.04373
2046	3.447	3.58458	6.12752	7.30241	7.12386	6.56665	5.09726
2047	3.47242	3.53671	6.00223	7.01902	6.8057	6.65136	5.14969
2048	3.46483	3.60603	5.97912	7.08727	6.88953	6.67182	5.19491
2049	3.47452	3.66317	6.02188	6.89501	6.70256	6.62338	5.22789
2050	3.52246	3.61109	5.88729	6.93874	6.70325	6.47736	5.25361
2051	3.60589	3.56891	6.25039	7.44321	7.24495	6.60494	5.29235
2052	3.58546	3.56923	6.43089	7.96387	7.69434	6.69893	5.29774
2053	3.55855	3.49703	6.16548	7.59468	7.48338	6.75943	5.29141
2054	3.55709	3.75413	6.1942	7.3963	7.21681	6.84528	5.31122
2055	3.5123	3.8376	6.09058	7.28001	7.15142	6.93753	5.31599
2056	3.51398	3.72616	6.03402	7.23312	6.95532	7.04943	5.37094
2057	3.48186	3.85486	6.42576	7.51786	7.24929	7.00865	5.5042
2058	3.49601	3.82651	6.37805	7.71707	7.48479	7.05185	5.58125
2059	3.50135	3.78672	6.2772	7.40813	7.21993	7.20007	5.62643
2060	3.52519	3.85513	5.81972	7.30672	7.19499	7.25065	5.69193
2061	3.55523	3.72523	5.77901	7.36908	7.27643	7.3141	5.75344
2062	3.61549	3.74917	5.89269	7.20708	6.98693	7.39526	5.82793
2063	3.5805	3.82904	5.89642	6.99838	6.83027	7.17367	5.83044
